#Command: python3 Fitness_Esimation.py demodata/out/H37Rv_expected_counts.csv demodata/H37Rv/H37RvBD1.prot_table demodata/out/H37Rv_gumbel_gene_predictions.csv
#Gumbel/Bernoulli Calls: Calls from the Gumbel Analysis. Genes found to be significant through Bernoulli when all sites have 0 insertions are labeled EB
#Significant size n for genes lacking insertion: 1.616911723671773
#HMM States: HMM+NP model trained on data
#Gene+TTN States: Genes labeled E by the Gumbel are determined to be ES and those labeled EB by Gumbel are determined to be ESB
#Gene+TTN Summary: 315ES 54ESB 731GD 1036GA 1845NE
ORF ID,Name,Description,Total # TA Sites,#Sites with insertions,Used in Models,Gene (M0) Coef,Gene (M0) Adj Pval,Gene+TTN (M1) Coef,Gene+TTN (M1) Adj Pval,M0 Fitness Estimation,M1 Fitness Estimation,Mean Actual Count,TTN-Fitness Assesment
Rv2262c,-,hypothetical protein Rv2262c ,14,13,True,0.18303961952477246,0.4616891035633703,0.33970129690851614,0.02282373131941523,-0.3256212184055531,-0.07617471085783817,103.98571428571427,GA
Rv2263,-,short chain dehydrogenase ,12,12,True,0.43102149089312,0.08663214893984739,0.287745257525521,0.0783261921684935,-0.24586815128288564,0.0024184729252777135,153.85833333333332,NE
Rv2264c,-,conserved hypothetical proline rich protein ,31,31,True,0.23355416864503242,0.14124523103015937,0.38884311155066176,5.7686978856664645e-05,-0.2140177961149905,-0.0045675362714809676,90.44193548387098,GA
Rv2265,-,Possible conserved integral membrane protein ,17,17,True,0.32917015517457293,0.12205988966864215,0.1716444196032357,0.22009209319205064,-0.18273718350722576,-0.047952824815061745,105.07058823529412,NE
Rv2266,cyp124,Probable cytochrome P450 124 CYP124 ,17,16,True,0.32074980346131227,0.13354424426250205,0.18133254717570266,0.19300602899861544,-0.2235618617340674,-0.03363545125457368,113.19411764705882,NE
Rv2267c,-,hypothetical protein Rv2267c ,37,34,True,-0.04774082260672807,0.7688068061984776,-0.2601220490596264,0.004065379187753123,-0.4511396186265182,-0.20768052720863917,81.02162162162162,GD
Rv2268c,cyp128,PROBABLE CYTOCHROME P450 128 CYP128 ,28,24,True,-0.6529323936956946,9.194690229623088e-06,-0.5032771488565727,4.6924222959063605e-07,-0.5868077692380426,-0.3104080325080177,26.032142857142855,GD
Rv2269c,-,hypothetical protein Rv2269c ,12,10,True,-0.4595126363067928,0.06473164993964206,-0.11238516995643734,0.521071090132291,-0.8020364016411291,-0.40760474063250607,68.48333333333333,NE
Rv2270,lppN,PROBABLE LIPOPROTEIN LPPN ,11,9,True,-0.009181220006595686,0.9782994958228863,-0.1351273364471498,0.45453197672883455,-0.48544282328175536,-0.22484714949007995,95.96363636363635,NE
Rv2271,-,hypothetical protein Rv2271 ,7,7,True,0.4014142381848627,0.23626056807906187,0.2879499745164691,0.18421017997028016,-0.0419442980385868,0.058322063540122676,89.82857142857144,NE
Rv2272,-,PROBABLE CONSERVED TRANSMEMBRANE PROTEIN ,4,4,True,0.2065309968060271,0.6663682520037489,0.3741770659061576,0.19214632090758535,-0.027452255569922358,0.09163329625254742,55.275000000000006,NE
Rv2273,-,PROBABLE CONSERVED TRANSMEMBRANE PROTEIN ,6,6,True,0.0099449470007971,0.9803769344984314,-0.1307145907727631,0.6049766185563155,-0.2869135734698506,0.040218949165077275,63.53333333333334,NE
Rv2274c,-,hypothetical protein Rv2274c ,9,9,True,-0.08802671367761296,0.791097521113799,-0.09062856119421968,0.666684064815191,-0.49145021278162615,-0.38159514407114237,80.8888888888889,NE
Rv2275,-,hypothetical protein Rv2275 ,19,17,True,-0.2324634357544101,0.2601579542571082,-0.2612352461761035,0.04294628564566464,-0.5045035748663841,-0.2925666846012436,59.321052631578944,GD
Rv2276,cyp121,CYTOCHROME P450 121 CYP121 ,18,17,True,-0.20170934373518212,0.3450897143071952,-0.1623867738251538,0.2340270661119247,-0.31399431125165894,-0.10541819204998763,41.138888888888886,NE
Rv2277c,-,Possible glycerolphosphodiesterase ,13,11,True,-0.5218600456185376,0.0259792524988117,-0.27338669255157744,0.08183021365263715,-0.4717314386606339,-0.24488844550935265,27.530769230769234,NE
Rv2278,-,PROBABLE TRANSPOSASE ,4,4,True,0.44411607462559377,0.326943220369156,0.42821340096198646,0.13458487074577963,-0.30755490391090146,-0.03953571467280629,182.79999999999998,NE
Rv2279,-,PROBABLE TRANSPOSASE ,25,25,True,0.44550724082184584,0.007186693344833044,0.2363968620655917,0.035567881051922615,-0.29835072968037163,-0.06736731409849502,179.544,GA
Rv2280,-,Probable dehydrogenase ,18,18,True,-0.024949635647492342,0.9189873240722206,-0.020819813462531034,0.894709870220453,-0.3028273208484228,0.025101422576636542,60.7388888888889,NE
Rv2281,pitB,Putative phosphate-transport permease PitB ,26,23,True,-0.2257035631579784,0.19703483468764205,-0.171509531206706,0.12508409066295587,-0.38059991570320373,-0.17206817208391645,45.315384615384616,NE
Rv2282c,-,Probable transcription regulator (lysR family) ,14,13,True,-0.31228457998630327,0.18938477256094616,-0.19734544699331966,0.19995650140894589,-0.357195637530931,-0.12034448646363967,34.971428571428575,NE
Rv2283,-,hypothetical protein Rv2283 ,3,3,True,0.21457900176552955,0.7006700029762172,0.1400531302576987,0.7038951543445305,-0.06520275079538389,-0.014604406716186362,61.43333333333334,NE
Rv2284,lipM,Probable esterase LipM ,29,28,True,-0.1171145594038246,0.4991675318282489,-0.15840350675977832,0.13470414570071354,-0.2914618901533792,-0.06739038125296,47.668965517241375,NE
Rv2285,-,hypothetical protein Rv2285 ,23,23,True,0.07240487441264136,0.72017568916135,0.14466711415291034,0.2300542367541663,-0.26773666152469777,-0.0014644237196672417,70.33478260869565,NE
Rv2286c,-,hypothetical protein Rv2286c ,10,10,True,0.3691079390425444,0.1898336847916967,0.37385779410236325,0.035047502597621516,-0.2856325211768759,-0.12873546575600442,146.07999999999998,GA
Rv2287,yjcE,Probable conserved integral membrane transport protein YjcE ,21,20,True,0.07719413247703642,0.7164799546912486,0.2163830154850614,0.07989014732120624,-0.3730709389993904,-0.09449217780724946,90.64761904761905,NE
Rv2288,-,hypothetical protein Rv2288 ,4,4,True,0.4386963746598637,0.3332084845361504,0.23835916087272987,0.42405453903974977,-0.05845639769138828,-0.034195112428971,101.72500000000001,NE
Rv2289,cdh,CDP-diacylglycerol pyrophosphatase ,22,21,True,0.25428882739838415,0.17976440284713338,0.21811511897666266,0.07035775307237203,-0.342689057531708,-0.049306524700003095,127.63181818181819,NE
Rv2290,lppO,Probable conserved lipoprotein lppO ,14,14,True,0.23828128036733037,0.32492363154287146,0.16514707889103034,0.2919769103534778,-0.28057729327012465,-0.08857663221753556,106.58571428571427,NE
Rv2291,sseB,Probable thiosulfate sulfurtransferase SseB ,17,17,True,0.11845688002510918,0.6081859307971162,0.048725745870615365,0.7532382689067619,-0.37684210326758927,-0.1526446142661658,100.67058823529412,NE
Rv2292c,-,hypothetical protein Rv2292c ,2,2,True,0.5826166034863037,0.36489422307057184,0.36473722730668146,0.3837672281765431,-0.0014150334673756664,0.02178087784318469,124.45,NE
Rv2293c,-,hypothetical protein Rv2293c ,14,14,True,0.3210662879707293,0.17664005715642736,0.20847282268700384,0.17318447658342984,-0.06986434242447531,0.039613148328349446,79.5142857142857,NE
Rv2294,-,Probable aminotransferase ,24,24,True,0.4845500009031642,0.0038994851203461188,0.4690172294911627,1.7959366989018556e-05,-0.3059242372877005,-0.05432240542461996,199.98333333333332,GA
Rv2295,-,hypothetical protein Rv2295 ,12,12,True,0.276883636901056,0.28645391831180306,0.28760923044519593,0.07843766925363696,-0.25868115918564494,-0.03821408885067065,110.85000000000001,NE
Rv2296,-,haloalkane dehalogenase ,17,15,True,0.3532865352058095,0.09633412647745605,0.3606881480397708,0.007055959553461499,-0.402924468212057,-0.04802283394526925,184.48235294117646,GA
Rv2297,-,hypothetical protein Rv2297 ,8,7,True,-0.36304668455472944,0.25314458788487765,-0.09186678910323194,0.6808692787959296,-0.826233133695868,-0.37539100221738253,91.25,NE
Rv2298,-,hypothetical protein Rv2298 ,17,16,True,0.21464132265679498,0.32930644375584606,0.18237946319398277,0.19043970202582994,-0.2748411752187168,-0.12311065564363105,99.56470588235295,NE
Rv2299c,htpG,heat shock protein 90 ,30,28,True,0.20829511244292023,0.20129777125625303,0.16061188080868435,0.12273948036519998,-0.3070119259904147,-0.12982636865908184,105.65000000000002,NE
Rv2300c,-,hypothetical protein Rv2300c ,18,16,True,0.24227098897455118,0.25280339300670696,0.3095564473893308,0.018423206407788988,-0.5617000870688222,-0.3013473234943208,205.51666666666668,GA
Rv2301,cut2,PROBABLE CUTINASE CUT2 ,11,11,True,0.47189659570629944,0.06994953086048186,0.5551742690706637,0.0007176141602117492,-0.27567621588859337,-0.06263861472899918,181.14545454545456,GA
Rv2302,-,hypothetical protein Rv2302 ,5,5,True,0.6930492890928452,0.07331255988515001,0.5147729340814937,0.04020132887833425,-0.12352538552237821,-0.04845922675276452,212.77999999999997,GA
Rv2303c,-,PROBABLE ANTIBIOTIC-RESISTANCE PROTEIN ,19,18,True,0.2915233964233874,0.1504738563838416,0.41970907676106645,0.0007812001926571696,-0.311510634052855,-0.12232590539679941,129.5157894736842,GA
Rv2304c,-,hypothetical protein Rv2304c ,1,1,True,-0.1547754481048634,0.8811212672139405,0.26684645508968174,0.6717417456809075,7.425321492460247e-15,-2.02508767976195e-14,22.3,NE
Rv2305,-,hypothetical protein Rv2305 ,10,10,True,0.4391782114351233,0.1136644971676794,0.3892807570883635,0.027972883576491005,-0.046398634217128296,0.06926702256522753,99.05000000000001,GA
Rv2306A,-,POSSIBLE CONSERVED MEMBRANE PROTEIN ,5,4,True,0.15995311911978422,0.7131729043200552,-0.03981720740141252,0.8939632196893241,-0.536908935924807,-0.3488864333079261,160.3,NE
Rv2306B,-,POSSIBLE CONSERVED MEMBRANE PROTEIN ,5,5,True,0.06238812484401111,0.8916829038622864,0.13691501969237835,0.6232914873087944,-0.10188956339251055,0.1132305737990298,46.89999999999999,NE
Rv2307c,-,hypothetical protein Rv2307c ,20,20,True,0.29138889505210863,0.14034511304737388,0.39871827735076504,0.0010876875000382237,-0.31398449755880303,-0.10278027125104056,130.21499999999997,GA
Rv2307A,-,HYPOTHETICAL GLYCINE RICH PROTEIN ,4,4,True,0.07170534509444351,0.888822048267238,0.13263333119586543,0.6734361222284879,-0.5286548434484608,-0.09871001195150717,128.05,NE
Rv2307B,-,HYPOTHETICAL GLYCINE RICH PROTEIN ,21,16,True,-0.6666451107882785,0.00011701204590239117,-0.7094421569501271,4.558428634736129e-10,-0.48208324257807134,-0.3459654706833774,19.771428571428572,GD
Rv2307D,-,hypothetical protein Rv2307D ,6,6,True,0.20595635330576267,0.5965355519342277,0.4525157480552867,0.048653436632961726,-0.3406270776495638,-0.0872921175309225,113.53333333333332,GA
Rv2308,-,hypothetical protein Rv2308 ,18,17,True,0.5082729541814249,0.009511216188669422,0.4402310557763863,0.0006009761204484371,-0.24235361424777122,0.023967426897221034,182.5,GA
Rv2309c,-,POSSIBLE INTEGRASE (FRAGMENT) ,10,9,True,-0.0889507112460398,0.7748672386412271,-0.15676665549930768,0.4039231128178831,-0.704978285718946,-0.2837444892297991,131.97,NE
Rv2309A,-,hypothetical protein Rv2309A ,13,13,True,0.1608610579971479,0.5363291881195332,0.24821327797300985,0.11692506446384231,-0.3272999101494199,-0.1812067001752879,99.13846153846156,NE
Rv2310,-,POSSIBLE EXCISIONASE ,3,3,True,0.31804274846342034,0.5582523384492954,0.4486893524567304,0.17428154475223254,-0.14234677301480889,-0.031938168179103964,93.3,NE
Rv2311,-,hypothetical protein Rv2311 ,7,7,True,0.8253478175014443,0.008628881822039632,0.5785488281618799,0.005442761994192698,-0.06291027165084645,0.13128327845165252,251.17142857142858,GA
Rv2312,-,hypothetical protein Rv2312 ,3,3,True,0.8139581861386438,0.10829019887930366,0.7083812740888303,0.029102082930876908,-0.004160744103105863,0.1343976790424707,213.69999999999996,GA
Rv2313c,-,hypothetical protein Rv2313c ,10,10,True,0.30544141510288825,0.2832647850017435,0.42799383114627354,0.015008152030861588,-0.474482907770977,0.04251518021890087,194.68,GA
Rv2314c,-,hypothetical protein Rv2314c ,17,16,True,0.10540254255078864,0.6496337088028792,0.33693444380223503,0.01226661657070322,-0.3944966847677475,-0.08259122515644832,101.70588235294117,GA
Rv2315c,-,hypothetical protein Rv2315c ,33,30,True,-0.2730015138509617,0.06932791076608644,-0.2854890649543155,0.0028254281608932823,-0.5359071704855677,-0.35334920506098266,57.93333333333333,GD
Rv2316,uspA,PROBABLE SUGAR-TRANSPORT INTEGRAL MEMBRANE PROTEIN ABC TRANSPORTER USPA ,12,11,True,-0.19327279183029844,0.47170024025229834,-0.30994170912074914,0.05678751166791611,-0.6095632109187278,-0.4091165456432369,82.88333333333334,NE
Rv2317,uspB,PROBABLE SUGAR-TRANSPORT INTEGRAL MEMBRANE PROTEIN ABC TRANSPORTER USPB ,15,12,True,-0.48700961239314194,0.025561509474580014,-0.5503987081567242,7.663798669357775e-05,-0.37208446383367777,-0.12609613450536167,23.813333333333333,GD
Rv2318,uspC,PROBABLE PERIPLASMIC SUGAR-BINDING LIPOPROTEIN USPC ,31,23,True,-0.5217812894401004,0.00027353283303421224,-0.526572567620867,2.2619848487655775e-08,-0.5590856974229705,-0.2626890074156941,33.670967741935485,GD
Rv2319c,-,hypothetical protein Rv2319c ,20,17,True,-0.42975159379948386,0.022810535628906396,-0.39273743911325154,0.0013145447047392697,-0.5449556194005195,-0.2552982688826172,40.7,GD
Rv2320c,rocE,PROBABLE CATIONIC AMINO ACID TRANSPORT INTEGRAL MEMBRANE PROTEIN ROCE ,28,28,True,0.11671003363376072,0.5097957768189066,-0.006704296220039918,0.9596273749081532,-0.21105783934734929,-0.058087618340194304,68.44642857142857,NE
Rv2321c,rocD2,PROBABLE ORNITHINE AMINOTRANSFERASE (C-terminus part) ROCD2 (ORNITHINE--OXO-ACID AMINOTRANSFERASE) ,10,9,True,-0.31963921873746226,0.2609868572748496,-0.07849187722225419,0.6973669480936703,-0.3681142467974786,-0.04761873242962239,35.24,NE
Rv2322c,rocD1,PROBABLE ORNITHINE AMINOTRANSFERASE (N-terminus part) ROCD1 (ORNITHINE--OXO-ACID AMINOTRANSFERASE) ,10,8,True,-0.6205173245990248,0.019786888632115536,-0.5275176398907058,0.0023542170939247434,-0.4028037320472039,-0.2357078604192342,18.46,GD
Rv2323c,-,hypothetical protein Rv2323c ,22,18,True,-0.1014906718497434,0.6166721663116536,-0.20505712198668624,0.09019995135735824,-0.5169597558716843,-0.31965950771463403,83.11363636363636,NE
Rv2324,-,PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY ASNC-FAMILY) ,3,3,True,0.39180796612294155,0.4663492806708256,0.10936428778236548,0.7637472968329296,-0.22106655196228858,-0.11783413697888251,132.70000000000002,NE
Rv2325c,-,hypothetical protein Rv2325c ,10,10,True,-0.06870091765928425,0.8280759570635644,0.13682582080918876,0.47236815576801333,-0.38760840854691214,-0.0943287608712998,66.63999999999999,NE
Rv2326c,-,POSSIBLE TRANSMEMBRANE ATP-BINDING PROTEIN ABC TRANSORTER ,23,22,True,0.17505363333566912,0.35526160529231254,0.3003589405692636,0.00924975263222712,-0.3569221853562198,-0.08966289346740748,109.69999999999997,GA
Rv2327,-,hypothetical protein Rv2327 ,6,6,True,-0.09255444481263271,0.82170730998592,0.20923096519963955,0.38639069375014,-0.3634225749427073,-0.10130742189599352,59.6,NE
Rv2328,PE23,PE FAMILY PROTEIN ,14,14,True,0.14610551359753712,0.5614942276054359,0.18208511507739475,0.24015361459273765,-0.15945982002430795,-0.015443897609965725,65.08571428571429,NE
Rv2329c,narK1,PROBABLE NITRITE EXTRUSION PROTEIN 1 NARK1 (NITRITE FACILITATOR 1) ,29,29,True,0.3410423921731756,0.0300604776416463,0.21177783419963983,0.04280923931268532,-0.2659409956686165,-0.04371189461318122,130.81034482758622,GA
Rv2330c,lppP,PROBABLE LIPOPROTEIN LPPP ,8,8,True,0.5150689062763131,0.09632861904775346,0.4747034360461207,0.015801761573650118,-0.15208748761471058,-0.025731390827300752,150.60000000000002,GA
Rv2331,-,hypothetical protein Rv2331 ,7,7,True,0.3093066462751539,0.36897075784775746,0.4006434904159565,0.060269788760684104,-0.1658584712015276,0.004823292119914784,96.51428571428572,NE
Rv2331A,-,hypothetical protein Rv2331A ,7,6,True,0.25418480029974294,0.4703982097437072,0.08627142855274796,0.7215165245371058,-0.3812757891243659,-0.1151149156695384,139.45714285714286,NE
Rv2332,mez,PROBABLE ,26,25,True,0.2442893690716015,0.16045197435028077,0.22670238009034918,0.03960558613677396,-0.3426564651532414,-0.09468679452408002,124.69230769230771,GA
Rv2333c,-,PROBABLE CONSERVED INTEGRAL MEMBRANE TRANSPORT PROTEIN ,21,21,True,0.654788574465151,0.00015989943829305,0.4140414423713056,0.0004795092500722812,-0.17335593697760107,-0.012082926757437221,218.46190476190475,GA
Rv2334,cysK1,PROBABLE CYSTEINE SYNTHASE A CYSK1 (O-ACETYLSERINE SULFHYDRYLASE A) (O-ACETYLSERINE (THIOL)-LYASE A) (CSASE A) ,15,12,True,-0.4533508643139657,0.038855999596286606,-0.33260977186962787,0.020987258210068443,-0.4628887761808727,-0.2440477217030012,31.833333333333332,GD
Rv2335,cysE,PROBABLE SERINE ACETYLTRANSFERASE CYSE (SAT) ,6,6,True,-0.36447622397547225,0.3241354156437968,-0.4174337582995119,0.07049094132029397,-0.42136541717577525,-0.10250274515951832,35.800000000000004,NE
Rv2336,-,hypothetical protein Rv2336 ,29,26,True,-0.4244045506956698,0.0056754106269011825,-0.681097171007532,1.1793231185122032e-12,-0.49737943724006917,-0.26938603761893853,36.94827586206897,GD
Rv2337c,-,hypothetical protein Rv2337c ,11,9,True,-0.1474525129781977,0.607731895477501,-0.0949623034865372,0.6116363904771891,-0.7310220762942606,-0.4516414717025149,122.12727272727274,NE
Rv2338c,moeW,hypothetical protein Rv2338c ,39,35,True,-0.40908965108865797,0.0016884512791351914,-0.5937867958350712,6.629167556201767e-13,-0.5539042800675548,-0.3602995149072837,43.65897435897437,GD
Rv2339,mmpL9,PROBABLE CONSERVED TRANSMEMBRANE TRANSPORT PROTEIN MMPL9 ,82,74,True,-0.2857851120412089,0.001440634583746487,-0.352882265363323,9.182596750197089e-10,-0.5929306821377676,-0.36460625820362996,64.0890243902439,GD
Rv2340c,PE_PGRS39,PE-PGRS FAMILY PROTEIN ,15,15,True,0.3754954092767384,0.09690498444300655,0.530064751633766,0.00014738392619981276,-0.31385547947862774,-0.07964110780174272,158.2133333333333,GA
Rv2341,lppQ,PROBABLE CONSERVED LIPOPROTEIN LPPQ ,4,4,True,0.808929011691896,0.059618071442076905,0.5494747338630304,0.05119254800337564,-0.23684439193007678,-0.12094883973236593,360.95,NE
Rv2342,-,hypothetical protein Rv2342 ,4,4,True,0.30671518878445836,0.5129735891649622,0.3880966469411972,0.17487767021405337,-0.09196076407026046,-0.04522493156622479,80.925,NE
Rv2343c,dnaG,DNA primase ,26,3,False,,,,,,,0.08076923076923077,ES
Rv2344c,dgt,deoxyguanosinetriphosphate triphosphohydrolase-like protein ,27,26,True,0.005524083478511396,0.9788395047588564,0.0286955348724128,0.8169297502527653,-0.3278785500382567,-0.07111211995786675,69.1,NE
Rv2345,-,POSSIBLE CONSERVED TRANSMEMBRANE PROTEIN ,31,31,True,0.6416064034487814,4.1105726163453335e-06,0.4081963681669626,2.2497270086535373e-05,-0.21013418084803084,-0.07675802746643084,230.6354838709677,GA
Rv2346c,esxO,PUTATIVE ESAT-6 LIKE PROTEIN ESXO (ESAT-6 LIKE PROTEIN 6) ,3,3,True,0.7873779695546945,0.1200951339385444,0.45678531697219427,0.16699954980205697,-0.04190778091612515,0.04471363323728963,219.23333333333335,NE
Rv2347c,esxP,PUTATIVE ESAT-6 LIKE PROTEIN ESXP (ESAT-6 LIKE PROTEIN 7) ,4,4,True,0.6286660682489543,0.15522718601927418,0.41632943627429164,0.14507903012253273,-0.03794746148856058,0.049443555116425036,150.575,NE
Rv2348c,-,hypothetical protein Rv2348c ,3,3,True,0.6281887166666519,0.2239192905182453,0.5071826186691339,0.12314882463707376,-0.24830075292085352,-0.1427947068437776,244.13333333333333,NE
Rv2349c,plcC,PROBABLE PHOSPHOLIPASE C 3 PLCC ,29,29,True,0.6202033030736078,1.9875411829059355e-05,0.6575623600995127,6.804279555737112e-12,-0.29204155747360755,-0.08421751719582377,265.0655172413793,GA
Rv2350c,plcB,PROBABLE MEMBRANE-ASSOCIATED PHOSPHOLIPASE C 2 PLCB ,23,23,True,0.47244666562342424,0.006112869363671452,0.5589983868533116,3.8335203929589956e-07,-0.23943902866845376,-0.08433798422054377,166.85652173913041,GA
Rv2351c,plcA,PROBABLE MEMBRANE-ASSOCIATED PHOSPHOLIPASE C 1 PLCA (MTP40 ANTIGEN) ,25,25,True,0.4692648844706427,0.004395246213408642,0.5402441264547383,3.0285483882289046e-07,-0.5000595138816776,-0.22582128232510085,301.832,GA
Rv2352c,PPE38,PPE FAMILY PROTEIN ,17,17,True,0.8465117649144062,7.270707641632393e-06,0.80102031617868,1.9447078557953898e-10,-0.20718745106880318,0.006588242931721331,367.6705882352941,GA
Rv2353c,PPE39,PPE FAMILY PROTEIN ,25,24,True,-0.5456374972237569,0.0007145811825277038,-0.2791540600794542,0.01202297515663255,-0.5027364526613203,-0.14533902294933795,27.908,GD
Rv2354,-,PROBABLE TRANSPOSASE ,4,4,True,0.5816374558129483,0.19149593777817212,0.5657347821493464,0.044979521258585134,-0.26400266712983683,0.0037154228219608825,227.3,GA
Rv2355,-,PROBABLE TRANSPOSASE ,25,25,True,0.48692384667878247,0.0029833229547021243,0.2778134679225286,0.01249869352753618,-0.26255873133888,-0.03166547673413922,181.976,GA
Rv2356c,PPE40,PPE FAMILY PROTEIN ,31,28,True,-0.1960838757287222,0.22269307278365152,0.09713215914328202,0.3608711487594828,-0.6633321113279054,-0.32430724291983176,93.18709677419355,NE
Rv2357c,glyS,glycyl-tRNA synthetase ,32,5,True,-1.6738139029845973,2.292540061210524e-39,-1.58985801249712,9.039672976173952e-73,-1.7886801317850662,-1.1696232997380442,11.684375000000001,GD
