#Gumbel
#Console: python3 /home/grads/s/schoudhery/.local/bin/transit gumbel murray2013_caulobacter_table_S3_remapped.wig Caulobacter_NA1000.prot_table Caulobacter_gumbel.txt
#Data: b'murray2013_caulobacter_table_S3_remapped.wig'
#Annotation path: b'Caulobacter_NA1000.prot_table'
#FDR Corrected thresholds: 0.996100, 0.064400
#MH Acceptance-Rate:	19.91%
#Total Iterations Performed:	10499
#Sample Size:	10000
#phi estimate:	0.048927
#Time: 153.75576615333557
#Orf	Name	Desc	k	n	r	s	zbar	Call
CCNA_02460	-	conserved hypothetical protein	5	5	0	0	0.000000	NE
CCNA_02461	-	conserved hypothetical protein	5	5	0	0	0.000000	NE
CCNA_02462	-	conserved hypothetical protein	7	7	0	0	0.000000	NE
CCNA_02463	-	UDP-N-acetylglucosamine 4-epimerase	24	24	0	0	0.437000	U
CCNA_02464	-	UDP-glucose 6-dehydrogenase	17	17	0	0	0.000000	NE
CCNA_02465	-	UDP-glucose 6-dehydrogenase	16	16	0	0	0.000000	NE
CCNA_02466	-	UDP-glucose 4-epimerase	19	20	1	2	0.000000	NE
CCNA_02467	pssZ	polyisoprenylphosphate hexose-1-phosphotransferase pssZ	11	11	0	0	0.000000	NE
CCNA_02468	-	hypothetical protein	8	8	0	0	0.000000	NE
CCNA_02469	-	protein hipA	11	11	0	0	0.000000	NE
CCNA_02470	-	DNA integration/recombination/inversion protein	9	10	1	2	0.000000	NE
CCNA_02471	-	cobalt-zinc-cadmium resistance protein czcC	9	9	0	0	0.000000	NE
CCNA_02472	-	cobalt-zinc-cadmium resistance protein czcB	14	15	1	2	0.000000	NE
CCNA_02473	-	cobalt-zinc-cadmium resistance protein czcA	28	29	1	2	0.000000	NE
CCNA_02474	-	MarR-family transcriptional regulator	1	1	0	0	-1.000000	S
CCNA_02475	vanR	transcriptional regulator vanR	8	8	0	0	0.000000	NE
CCNA_02476	vanA	vanillate demethylase oxygenase subunit A vanA	12	13	1	2	0.000000	NE
CCNA_02477	vanB	vanillate demethylase oxidoreductase subunit vanB	6	6	0	0	0.000000	NE
CCNA_02478	-	dihydrolipoamide acetyltransferase component of acetoin cleaving system	6	6	0	0	0.000000	NE
CCNA_02479	-	aryl-alcohol dehydrogenase	7	8	1	2	0.000000	NE
CCNA_02480	-	NAD-dependent benzaldehyde dehydrogenase II	8	10	1	2	0.000000	NE
CCNA_02481	-	TonB-dependent receptor	39	41	1	2	0.000000	NE
CCNA_02482	-	AraC-family transcriptional regulator	13	14	1	2	0.000000	NE
CCNA_02483	-	4-coumarate--CoA ligase	13	15	1	2	0.000000	NE
CCNA_02484	-	trans-feruloyl-CoA hydratase	15	15	0	0	0.000000	NE
CCNA_02485	-	vanillin dehydrogenase	3	4	1	2	0.000000	NE
CCNA_02486	-	AraC-family transcriptional regulator	10	11	1	2	0.000000	NE
CCNA_02487	-	4-hydroxybenzoate 3-monooxygenase	15	15	0	0	0.000000	NE
CCNA_02488	-	acetate/3-ketoacid CoA transferase, subunit A	12	12	0	0	0.000000	NE
CCNA_02489	-	acetate/3-ketoacid CoA transferase, subunit B	4	4	0	0	0.000000	NE
CCNA_02490	-	3-ketoacyl-CoA thiolase	9	10	1	2	0.000000	NE
CCNA_02491	-	protocatechuate 3,4-dioxygenase beta chain	7	9	1	2	0.000000	NE
CCNA_02492	-	protocatechuate 3,4-dioxygenase alpha chain	9	9	0	0	0.000000	NE
CCNA_02493	-	3-carboxy-cis,cis-muconate cycloisomerase	5	5	0	0	0.000000	NE
CCNA_02494	-	3-oxoadipate enol-lactonase/4-carboxymuconolactone decarboxylase	12	13	1	2	0.000000	NE
CCNA_02495	-	4-hydroxybenzoate transporter	14	14	0	0	0.000000	NE
CCNA_02496	-	aminotransferase domain protein	18	19	1	2	0.000000	NE
CCNA_02497	-	conserved hypothetical protein	26	26	0	0	0.488300	U
CCNA_02498	-	YjbJ-related lytic transglycosylase	6	6	0	0	0.000000	NE
CCNA_02499	-	type IV secretory pathway, VirB2 protein	2	2	0	0	-1.000000	S
CCNA_02500	-	type IV secretory pathway, VirB3 protein	4	4	0	0	0.000000	NE
CCNA_02501	-	type IV secretory pathway, VirB4 ATPase	27	28	1	2	0.000000	NE
CCNA_02502	-	type IV secretory pathway, VirB6 channel protein	13	13	0	0	0.000000	NE
CCNA_02503	-	type IV secretory pathway, VirB9 channel protein	12	13	1	2	0.000000	NE
CCNA_02504	-	type IV secretory pathway, VirB10 channel protein	8	10	1	2	0.000000	NE
CCNA_02505	-	type IV secretory pathway, VirB11 ATPase	10	10	0	0	0.000000	NE
CCNA_02506	-	transposase/integrase-related peptide	0	1	1	2	-1.000000	S
CCNA_02507	hfsE	polyisoprenylphosphate hexose-1-phosphotransferase hfsE	8	9	1	2	0.000000	NE
CCNA_02508	hfsF	oligosaccharide translocase/flippase hfsF	12	12	0	0	0.000000	NE
CCNA_02509	hfsG	glycosyltransferase hfsG	8	8	0	0	0.000000	NE
CCNA_02510	hfsH	oligosaccharide deacetylase hfsH	9	9	0	0	0.000000	NE
CCNA_02511	hfsC	polysaccharide polymerase hfsC	12	12	0	0	0.000000	NE
CCNA_02512	hfsB	polysaccharide autokinase-related protein hfsB	6	6	0	0	0.000000	NE
CCNA_02513	hfsA	holdfast synthesis protein HfsA	22	22	0	0	0.267900	U
CCNA_02514	hfsD	polysaccharide secretin protein hfsD	8	8	0	0	0.000000	NE
CCNA_02515	-	TPR repeat/SEL1 family protein	3	3	0	0	-1.000000	S
CCNA_02516	-	glutathione S-transferase	9	10	1	2	0.000000	NE
CCNA_02517	-	conserved hypothetical protein	21	22	1	2	0.000000	NE
CCNA_02518	-	aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B	0	17	17	955	0.576200	U
CCNA_02519	-	aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit A	1	22	18	954	0.496000	U
CCNA_02520	-	aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit C	0	0	0	0	-1.000000	S
CCNA_02521	-	endonuclease involved in recombination	2	4	2	248	0.314900	U
CCNA_02522	-	hypothetical protein	8	8	0	0	0.000000	NE
CCNA_02523	-	hypothetical protein	7	8	1	2	0.000000	NE
CCNA_02525	-	aspartate carbamoyltransferase	5	5	0	0	0.000000	NE
CCNA_02526	-	dihydroorotase	5	5	0	0	0.000000	NE
CCNA_02527	-	hypothetical protein	17	17	0	0	0.000000	NE
CCNA_02528	-	PlsY-like acyl-phosphate glycerol 3-phosphate acyltransferase	1	6	5	452	0.999800	E
CCNA_02529	dprA	DNA recombination-mediator protein A, SMF family	7	8	1	2	0.000000	NE
CCNA_02530	-	SAM-dependent methyltransferase	12	12	0	0	0.000000	NE
CCNA_02531	-	proline-rich hypothetical protein	2	2	0	0	-1.000000	S
CCNA_02532	-	hypothetical protein	4	4	0	0	-1.000000	S
CCNA_02533	-	hypothetical protein	7	8	1	2	0.000000	NE
CCNA_02534	-	hypothetical protein	1	1	0	0	-1.000000	S
CCNA_02535	-	DNA topoisomerase I	8	30	12	926	1.000000	E
CCNA_02537	-	ribonuclease R	16	17	1	2	0.000000	NE
CCNA_02538	-	endoglucanase E	9	9	0	0	0.000000	NE
CCNA_02539	-	aspartate aminotransferase	18	19	1	2	0.000000	NE
CCNA_02540	-	N-acyl-L-amino acid amidohydrolase	11	12	1	2	0.000000	NE
CCNA_02541	-	MutT/nudix family phosphohydrolase	2	2	0	0	-1.000000	S
CCNA_02542	-	hypothetical protein	3	4	1	2	0.000000	NE
CCNA_02543	-	LSU ribosomal protein L33P	1	2	1	2	-1.000000	S
CCNA_02544	-	hypothetical protein	5	5	0	0	0.000000	NE
CCNA_02545	-	alkaline phosphatase	26	26	0	0	0.486700	U
CCNA_02546	pleD	GGDEF/response regulator protein PleD	10	11	1	2	0.000000	NE
CCNA_02547	divK	response regulator receiver protein DivK	2	4	2	51	0.000000	NE
CCNA_02548	-	conserved hypothetical protein	5	5	0	0	0.000000	NE
CCNA_02549	-	glucokinase	5	5	0	0	0.000000	NE
CCNA_02550	dinB	DNA polymerase IV-kappa DinB	5	6	1	2	0.000000	NE
CCNA_02551	-	hypothetical protein	3	3	0	0	-1.000000	S
CCNA_02552	clpS	ATP-dependent Clp protease adaptor protein ClpS	7	7	0	0	0.000000	NE
CCNA_02553	clpA	ATP-dependent clp protease ATP-binding subunit ClpA	21	22	1	2	0.000000	NE
CCNA_02554	-	conserved hypothetical protein	1	1	0	0	-1.000000	S
CCNA_02555	-	adenosine 5'-monophosphoramidase	3	3	0	0	0.000000	NE
CCNA_02556	-	conserved hypothetical protein	3	3	0	0	0.000000	NE
CCNA_02557	-	acyl-CoA thioesterase II	6	6	0	0	0.000000	NE
CCNA_02558	-	enantioselective peptide amidase	16	18	1	2	0.000000	NE
CCNA_02559	-	NTF2 superfamily protein	7	7	0	0	0.000000	NE
CCNA_02560	stpC	stalk cross-band protein StpC	6	6	0	0	0.000000	NE
CCNA_02561	stpB	stalk cross-band protein StpB	20	20	0	0	0.075700	U
CCNA_02562	stpA	stalk cross-band protein StpA	31	31	0	0	0.483300	U
CCNA_02563	-	acyl-CoA dehydrogenase	12	12	0	0	0.000000	NE
CCNA_02564	-	acyl-CoA dehydrogenase, short-chain specific	12	12	0	0	0.000000	NE
CCNA_02565	-	conserved hypothetical protein	8	8	0	0	0.000000	NE
CCNA_02566	-	membrane alanine aminopeptidase	23	23	0	0	0.365000	U
CCNA_02567	pleC	sensory transduction histidine kinase pleC	13	14	1	2	0.000000	NE
CCNA_02568	-	LAO/AO transport system kinase	2	3	1	2	0.000000	NE
CCNA_02569	-	glutathione S-transferase	6	6	0	0	0.000000	NE
CCNA_02570	-	major facilitator superfamily transporter	15	15	0	0	0.000000	NE
CCNA_02571	-	major facilitator superfamily transporter	20	20	0	0	0.079800	U
CCNA_02572	-	adenylosuccinate lyase	5	9	2	273	0.085300	U
CCNA_02573	-	proline hydroxylase	8	9	1	2	0.000000	NE
CCNA_02574	-	MUG-like uracil-DNA glycosylase family protein	8	8	0	0	0.000000	NE
CCNA_02575	-	conserved hypothetical protein	2	2	0	0	-1.000000	S
CCNA_02576	-	phosphoribosylamidoimidazole-succinocarboxamide synthase	9	9	0	0	0.000000	NE
CCNA_02577	-	phosphoribosylformylglycinamidine synthase, purS component	1	1	0	0	-1.000000	S
CCNA_02578	-	TetR-family transcriptional regulator	4	4	0	0	0.000000	NE
CCNA_02579	-	cytochrome P450	11	11	0	0	0.000000	NE
CCNA_02580	-	rubredoxin	2	2	0	0	-1.000000	S
CCNA_02581	-	conserved hypothetical protein	5	5	0	0	-1.000000	S
CCNA_02582	-	hypothetical protein	2	2	0	0	-1.000000	S
CCNA_02583	-	phosphoribosylformylglycinamidine synthase I	7	7	0	0	0.000000	NE
CCNA_02586	-	phosphoribosylformylglycinamidine synthase II	22	23	1	2	0.000000	NE
CCNA_02587	-	PAS-family sensor histidine kinase	23	24	1	2	0.000000	NE
CCNA_02588	-	aminopeptidase	7	8	1	2	0.000000	NE
CCNA_02589	-	BolA-related transcriptional regulator	1	1	0	0	-1.000000	S
CCNA_02590	-	aldo-keto reductase family protein	8	9	1	2	0.000000	NE
CCNA_02591	-	glutaredoxin	1	1	0	0	-1.000000	S
CCNA_02592	-	thioesterase	7	7	0	0	0.000000	NE
CCNA_02593	-	hypothetical protein	2	2	0	0	-1.000000	S
CCNA_02594	-	heat shock endopeptidase HtpX	9	9	0	0	0.000000	NE
CCNA_02595	-	Zn finger TFIIB-family transcription factor	7	7	0	0	0.000000	NE
CCNA_02596	-	SSU ribosomal protein S4P	1	15	14	570	0.493000	U
CCNA_02597	-	conserved hypothetical protein	1	1	0	0	-1.000000	S
CCNA_02598	-	toxin protein relE-2	12	12	0	0	0.000000	NE
CCNA_02599	-	antitoxin protein relB-2	0	1	1	2	-1.000000	S
CCNA_02600	-	S-formylglutathione hydrolase	10	10	0	0	0.000000	NE
CCNA_02601	-	glutathione-dependent formaldehyde dehydrogenase	11	11	0	0	0.000000	NE
CCNA_02602	-	LysR-family transcriptional regulator	7	7	0	0	0.000000	NE
CCNA_02603	-	conserved hypothetical protein	21	21	0	0	0.159800	U
CCNA_02604	-	host cell attachment protein	1	1	0	0	-1.000000	S
CCNA_02605	-	LasT-family rRNA methylase	6	6	0	0	0.000000	NE
CCNA_02606	-	hybrid sensor histidine kinase/receiver domain protein	18	18	0	0	0.000000	NE
CCNA_02607	-	isocitrate dehydrogenase	0	18	18	1007	0.518000	U
CCNA_02608	-	conserved hypothetical protein	6	6	0	0	0.000000	NE
CCNA_02609	-	membrane transport protein	4	4	0	0	0.000000	NE
CCNA_02610	-	glyoxalase family protein	6	7	1	2	0.000000	NE
CCNA_02611	-	AraC-family transcriptional regulator	14	14	0	0	0.000000	NE
CCNA_02612	-	alanyl-tRNA synthetase	1	18	11	1614	0.513800	U
CCNA_02613	-	Rieske (2Fe-2S) domain protein	5	5	0	0	0.000000	NE
CCNA_02614	-	fumarylacetoacetase superfamily protein	6	6	0	0	0.000000	NE
CCNA_02615	-	homogentisate 1,2-dioxygenase	18	18	0	0	0.000000	NE
CCNA_02616	-	4-hydroxyphenylpyruvate dioxygenase	12	12	0	0	0.000000	NE
CCNA_02617	-	histidinol-phosphate aminotransferase	10	10	0	0	0.000000	NE
CCNA_02618	-	AsnC-family transcriptional regulator	8	8	0	0	0.000000	NE
CCNA_02619	-	stomatin/prohibitin-related protein	10	12	1	2	0.000000	NE
CCNA_02620	-	conserved hypothetical protein	1	1	0	0	-1.000000	S
CCNA_02621	-	CAAX amino terminal protease family	8	9	1	2	0.000000	NE
CCNA_02622	-	M61 glycyl aminopeptidase	27	27	0	0	0.496100	U
CCNA_02623	ftsZ	cell division protein FtsZ	1	13	9	1188	0.999300	E
CCNA_02624	ftsA	cell division protein FtsA	0	3	3	1058	0.502800	U
CCNA_02625	ftsQ	cell division protein FtsQ	5	10	4	159	0.004900	NE
CCNA_02626	-	D-alanine--D-alanine ligase	1	16	14	639	0.522000	U
CCNA_02627	-	aminopeptidase	10	10	0	0	0.000000	NE
CCNA_02628	-	UDP-N-acetylenolpyruvoylglucosamine reductase	0	7	7	644	1.000000	E
CCNA_02629	-	UDP-N-acetylmuramate--alanine ligase	0	17	17	1363	1.000000	E
CCNA_02630	-	hypothetical protein	3	3	0	0	0.000000	NE
CCNA_02631	-	P-loop NTPase-related protein	1	1	0	0	-1.000000	S
CCNA_02632	-	SOUL domain heme-binding protein	7	7	0	0	0.000000	NE
CCNA_02633	-	membrane-bound glycosyl hydrolase	23	23	0	0	0.369300	U
CCNA_02634	murG	undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase	0	7	7	717	1.000000	E
CCNA_02635	ftsW	cell division protein FtsW	1	9	8	798	1.000000	E
CCNA_02636	-	hypothetical protein	1	1	0	0	-1.000000	S
CCNA_02637	-	PAS-family sensor histidine kinase	8	9	1	2	0.000000	NE
CCNA_02638	-	CLC voltage-gated chloride channel	15	16	1	2	0.000000	NE
CCNA_02639	murD	UDP-N-acetylmuramoylalanine--D-glutamate ligase	1	12	6	458	0.999900	E
CCNA_02640	-	phospho-N-acetylmuramoyl-pentapeptide- transferase	2	16	9	542	0.999900	E
CCNA_02641	-	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D- alanine ligase	0	7	7	867	1.000000	E
CCNA_02642	-	UDP-N-acetylmuramoylalanyl-D-glutamate--2, 6-diaminopimelate ligase	1	11	10	1063	1.000000	E
CCNA_02643	ftsI	penicillin-binding protein FtsI	2	15	7	638	1.000000	E
CCNA_02644	ftsL	cell division protein FtsL	0	1	1	2	-1.000000	S
CCNA_02645	mraW	S-adenosyl-methyltransferase MraW	4	5	1	2	0.000000	NE
CCNA_02646	mraZ	cell division protein MraZ	4	4	0	0	-1.000000	S
CCNA_02647	-	PBP2-family ligand-binding transcriptional regulator	5	5	0	0	0.000000	NE
CCNA_02648	-	alpha/beta hydrolase family protein	9	11	1	2	0.000000	NE
CCNA_02649	-	PaiB transcriptional regulator	5	5	0	0	-1.000000	S
CCNA_02650	-	N-acetyl-anhydromuramyl-L-alanine amidase	5	7	2	55	0.000100	NE
CCNA_02651	-	drug/metabolite transporter (DMT) family protein	6	6	0	0	0.000000	NE
CCNA_02652	-	cyclohexanone monooxygenase	26	26	0	0	0.499300	U
CCNA_02653	-	conserved hypothetical protein	15	15	0	0	0.000000	NE
CCNA_02654	-	hypothetical protein	9	9	0	0	0.000000	NE
CCNA_02655	-	NTF2 superfamily protein	4	4	0	0	0.000000	NE
CCNA_02656	-	AraC-family transcriptional regulator	8	8	0	0	0.000000	NE
CCNA_02657	-	conserved hypothetical protein	4	4	0	0	0.000000	NE
CCNA_02658	-	3-hydroxybutyryl-CoA dehydratase	4	6	1	2	0.000000	NE
CCNA_02659	-	two-component receiver domain protein	3	3	0	0	-1.000000	S
CCNA_02660	-	pyridoxamine 5'-phosphate oxidase family protein	5	5	0	0	0.000000	NE
CCNA_02661	-	M16 family peptidase	31	32	1	2	0.000000	NE
CCNA_02662	-	M28-family zinc peptidase	12	12	0	0	0.000000	NE
CCNA_02663	dksA	DnaK suppressor protein DksA	9	9	0	0	0.000000	NE
CCNA_02664	fliX	flagellar assembly regulator FliX	1	1	0	0	-1.000000	S
CCNA_02665	flgI	flagellar P-ring protein FlgI	3	4	1	2	0.000000	NE
CCNA_02666	-	chemotactic signal-response protein CheL	1	1	0	0	-1.000000	S
CCNA_02667	flbY	flagellar basal-body protein FlbY	3	3	0	0	0.000000	NE
CCNA_02668	-	ribosomal protein L11 methyltransferase	7	7	0	0	0.000000	NE
CCNA_02669	-	conserved hypothetical membrane protein	10	10	0	0	0.000000	NE
CCNA_02670	-	ABC transporter ATP-binding protein	8	8	0	0	0.000000	NE
CCNA_02671	-	hypothetical protein	1	1	0	0	-1.000000	S
CCNA_02672	-	hypothetical protein	8	8	0	0	0.000000	NE
CCNA_02673	-	excinuclease ABC subunit A	28	28	0	0	0.495800	U
CCNA_02674	-	transposase	3	3	0	0	-1.000000	S
CCNA_02675	-	transposase	8	9	1	2	0.000000	NE
CCNA_02676	-	conserved hypothetical protein	7	7	0	0	0.000000	NE
CCNA_02677	-	glutathione S-transferase	6	6	0	0	0.000000	NE
CCNA_02678	-	conserved transmembrane protein	3	4	1	2	0.000000	NE
CCNA_02679	-	conserved transmembrane protein	4	4	0	0	0.000000	NE
CCNA_02680	-	conserved transmembrane protein	5	5	0	0	0.000000	NE
CCNA_02681	-	tRNA (uracil-5-)-methyltransferase GidA	12	12	0	0	0.000000	NE
CCNA_02682	-	ribosomal-protein-alanine acetyltransferase	8	8	0	0	0.000000	NE
CCNA_02683	-	FAD dependent oxidoreductase	16	16	0	0	0.000000	NE
CCNA_02684	-	cyclopropane fatty acid synthase-like protein	12	12	0	0	0.000000	NE
CCNA_02685	-	conserved hypothetical membrane protein	6	6	0	0	0.000000	NE
CCNA_02686	-	N-carbamoyl-L-amino acid hydrolase	7	8	1	2	0.000000	NE
CCNA_02687	-	serine-pyruvate aminotransferase	9	9	0	0	0.000000	NE
CCNA_02688	-	PuuE-related allantoinase	15	16	1	2	0.000000	NE
CCNA_02689	-	2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase	2	2	0	0	-1.000000	S
CCNA_02690	-	cytochrome c domain membrane protein	18	18	0	0	0.000000	NE
CCNA_02691	-	TetR-family transcriptional regulator	10	10	0	0	0.000000	NE
CCNA_02692	-	YceI-like domain protein	7	8	1	2	0.000000	NE
CCNA_02693	-	M10 peptidase-related protein	34	35	1	2	0.000000	NE
CCNA_02694	-	acetamidase/formamidase family protein	13	13	0	0	0.000000	NE
CCNA_02695	-	hypothetical protein	1	1	0	0	-1.000000	S
CCNA_02696	-	AtzE family amidohydrolase	10	11	1	2	0.000000	NE
CCNA_02697	-	conserved hypothetical protein	3	3	0	0	0.000000	NE
CCNA_02698	-	Inosine-uridine nucleoside N-ribohydrolase	12	13	1	2	0.000000	NE
CCNA_02699	-	guanine deaminase	11	11	0	0	0.000000	NE
CCNA_02700	-	xanthine dehydrogenase accessory protein XdhC	7	7	0	0	0.000000	NE
CCNA_02701	-	xanthine dehydrogenase large subunit	21	22	1	2	0.000000	NE
CCNA_02702	-	xanthine dehydrogenase small subunit	13	14	1	2	0.000000	NE
CCNA_02703	-	5-hydroxyisourate hydrolase	4	4	0	0	0.000000	NE
CCNA_02704	-	NADP-dependent malic enzyme	4	20	6	302	0.999300	E
CCNA_02705	cspC	cold shock protein CspC	3	3	0	0	0.000000	NE
CCNA_02708	-	Rrf2 family protein	4	5	1	2	0.000000	NE
CCNA_02709	-	CBS domain containing protein	8	8	0	0	0.000000	NE
CCNA_02710	-	rhomboid family protease	3	3	0	0	0.000000	NE
CCNA_02711	hfaA	holdfast attachment protein hfaA	6	6	0	0	0.000000	NE
CCNA_02712	hfaB	holdfast attachment protein hfaB	15	16	1	2	0.000000	NE
CCNA_02713	hfaD	holdfast attachment protein hfaD	14	16	1	2	0.000000	NE
CCNA_02714	-	ABC transporter ATP-binding protein uup	11	11	0	0	0.000000	NE
CCNA_02715	-	MASE1-family sensor histidine kinase	14	16	1	2	0.000000	NE
CCNA_02716	-	ABC transporter substrate-binding protein	16	17	1	2	0.000000	NE
CCNA_02717	malK	maltose/maltodextrin transport ATP-binding protein malK	7	7	0	0	0.000000	NE
CCNA_02718	tauC	taurine transport system permease protein tauC	3	3	0	0	0.000000	NE
CCNA_02719	-	hypothetical protein	7	7	0	0	0.000000	NE
CCNA_02720	-	conserved hypothetical protein	7	7	0	0	0.000000	NE
CCNA_02721	-	peptidase, M16 family	14	15	1	2	0.000000	NE
CCNA_02722	-	conserved hypothetical protein	18	18	0	0	0.000000	NE
CCNA_02723	-	PAS domain protein	5	5	0	0	0.000000	NE
CCNA_02724	-	Aldo-keto reductase	12	12	0	0	0.000000	NE
CCNA_02725	-	choline dehydrogenase	24	24	0	0	0.439200	U
CCNA_02726	-	gamma carbonic anhydrase family protein	8	8	0	0	0.000000	NE
CCNA_02727	-	phosphate starvation-inducible protein PhoH	10	10	0	0	0.000000	NE
CCNA_02728	-	hypothetical protein	2	2	0	0	-1.000000	S
CCNA_02729	-	oligopeptide transporter	14	16	2	91	0.000000	NE
CCNA_02730	-	glutathione S-transferase	13	15	1	2	0.000000	NE
CCNA_02731	-	acetyltransferase	8	9	1	2	0.000000	NE
CCNA_02732	-	conserved hypothetical protein	0	0	0	0	-1.000000	S
CCNA_02733	-	glutaminyl-peptide cyclotransferase	8	8	0	0	0.000000	NE
CCNA_02734	-	serine acetyltransferase	8	8	0	0	0.000000	NE
CCNA_02735	-	ADP-ribose pyrophosphatase family protein	11	11	0	0	0.000000	NE
CCNA_02736	-	nitroreductase family	6	6	0	0	0.000000	NE
CCNA_02737	-	queuosine biosynthesis protein QueF	6	6	0	0	0.000000	NE
CCNA_02738	-	3-ketoacyl-(acyl-carrier-protein) reductase	2	2	0	0	-1.000000	S
CCNA_02739	-	transposase	18	18	0	0	0.000000	NE
CCNA_02740	-	transposase	7	7	0	0	0.000000	NE
CCNA_02741	-	conserved hypothetical protein	17	17	0	0	0.000000	NE
CCNA_02742	-	hypothetical protein	12	13	1	2	0.000000	NE
CCNA_02743	-	TonB dependent receptor	50	51	1	2	0.000000	NE
CCNA_02744	-	GntR-family transcriptional regulator	3	3	0	0	0.000000	NE
CCNA_02745	-	TetR-family transcriptional regulator	8	8	0	0	0.000000	NE
CCNA_02746	-	conserved hypothetical protein	15	15	0	0	0.000000	NE
CCNA_02747	-	ABC transporter substrate-binding protein	8	8	0	0	0.000000	NE
CCNA_02748	-	conserved hypothetical protein	2	2	0	0	-1.000000	S
CCNA_02749	-	hypothetical protein	5	5	0	0	0.000000	NE
CCNA_02750	-	ABC transporter permease protein	3	3	0	0	-1.000000	S
CCNA_02751	-	ABC transporter ATP-binding protein	6	6	0	0	0.000000	NE
CCNA_02752	-	GAF/PAS-family histidine kinase/receiver protein	17	19	1	2	0.000000	NE
CCNA_02753	-	aminoacyl peptidase	35	36	1	2	0.000000	NE
CCNA_02754	-	L-lysine/L-arginine carboxypeptidase	17	17	0	0	0.000000	NE
CCNA_02755	-	HipB-family transcriptional regulator	5	5	0	0	0.000000	NE
CCNA_02756	-	competence/damage-inducible protein CinA	7	7	0	0	0.000000	NE
CCNA_02757	-	sugar fermentation stimulation protein A	7	7	0	0	0.000000	NE
CCNA_02758	-	hypothetical protein	2	2	0	0	-1.000000	S
CCNA_02759	-	methionine aminopeptidase	1	10	9	651	1.000000	E
CCNA_02760	-	hypothetical protein	5	5	0	0	-1.000000	S
CCNA_02761	-	hypothetical protein	2	2	0	0	-1.000000	S
CCNA_02762	-	DNA repair protein RadC	7	8	1	2	0.000000	NE
CCNA_02763	-	bacteriophage P4 integrase	26	27	1	2	0.000000	NE
CCNA_02764	-	hypothetical protein	1	1	0	0	-1.000000	S
CCNA_02765	-	conserved hypothetical protein	4	4	0	0	0.000000	NE
CCNA_02766	-	conserved hypothetical protein	7	8	1	2	0.000000	NE
CCNA_02767	-	conjugal transfer protein TrbI	17	19	1	2	0.000000	NE
CCNA_02768	-	conjugal transfer protein TrbG	23	23	0	0	0.371300	U
CCNA_02769	-	conjugal transfer protein TrbF	10	11	1	2	0.000000	NE
CCNA_02770	-	conjugal transfer protein TrbL	19	22	2	59	0.000000	NE
CCNA_02771	-	transposase	3	3	0	0	0.000000	NE
CCNA_02772	-	transposase	12	14	2	57	0.000000	NE
CCNA_02773	-	methyl-accepting chemotaxis protein	8	8	0	0	0.000000	NE
CCNA_02774	-	hypothetical protein	3	3	0	0	0.000000	NE
CCNA_02775	-	hypothetical protein	5	5	0	0	0.000000	NE
CCNA_02776	-	cobyric acid synthase CobQ	13	14	1	2	0.000000	NE
CCNA_02777	-	vitamin B12 receptor	5	5	0	0	-1.000000	S
CCNA_02778	-	hypothetical protein	4	4	0	0	0.000000	NE
CCNA_02779	-	LysM family peptidoglycan binding protein	25	25	0	0	0.474200	U
CCNA_02780	-	hypothetical protein	32	33	1	2	0.000000	NE
CCNA_02781	-	hypothetical protein	15	15	0	0	0.000000	NE
CCNA_02782	-	hypothetical protein	9	9	0	0	0.000000	NE
CCNA_02783	-	two-component response regulator	20	22	1	2	0.000000	NE
CCNA_02784	-	conserved hypothetical protein	13	14	1	2	0.000000	NE
CCNA_02785	-	TIR-like nucleotide binding protein	16	18	1	2	0.000000	NE
CCNA_02786	-	guanylate cyclase	12	12	0	0	0.000000	NE
CCNA_02787	-	hypothetical protein	8	9	1	2	0.000000	NE
CCNA_02788	-	Xre-family transcriptional regulator	6	6	0	0	-1.000000	S
CCNA_02789	-	Xre-family transcriptional regulator	4	4	0	0	-1.000000	S
CCNA_02790	-	RNA polymerase ECF-type sigma factor	6	7	1	2	0.000000	NE
CCNA_02791	-	FecR family protein	11	11	0	0	0.000000	NE
CCNA_02792	-	TonB-dependent outer membrane receptor	37	37	0	0	0.508800	U
CCNA_02793	-	acylamino-acid-releasing enzyme	27	29	1	2	0.000000	NE
CCNA_02794	-	asparagine synthetase C-terminal domain protein	19	20	1	2	0.000000	NE
CCNA_02795	-	transglutaminase-like superfamily protein	11	11	0	0	0.000000	NE
CCNA_02796	-	conserved hypothetical protein	1	1	0	0	-1.000000	S
CCNA_02797	-	hypothetical protein	3	3	0	0	-1.000000	S
CCNA_02798	-	GntR-family transcriptional regulator	6	7	1	2	0.000000	NE
CCNA_02800	-	HTH/XRE-family transcriptional regulator	4	4	0	0	0.000000	NE
